hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,1,254,2016,September,39,24,1,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,96.0,0,0,Canceled,2016-03-01
City Hotel,1,104,2015,August,36,30,2,1,2,0.0,0,HB,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,90.0,0,0,Canceled,2015-07-22
City Hotel,0,115,2016,December,52,18,2,2,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,88.4,0,2,Check-Out,2016-12-22
City Hotel,1,174,2016,April,18,27,1,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,8.0,,0,Transient,92.65,0,0,Canceled,2016-03-18
City Hotel,0,20,2017,July,27,2,1,0,2,0.0,0,SC,ARE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,140.0,0,1,Check-Out,2017-07-03
City Hotel,0,0,2016,September,40,30,0,1,2,0.0,0,BB,BEL,Direct,Direct,0,0,0,A,E,0,No Deposit,,,0,Transient,145.0,0,0,Check-Out,2016-10-01
City Hotel,0,5,2017,February,8,25,0,1,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,E,F,0,No Deposit,14.0,,0,Transient,167.0,1,1,Check-Out,2017-02-26
City Hotel,0,24,2016,February,9,27,0,1,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,130.0,0,1,Check-Out,2016-02-28
City Hotel,1,17,2017,May,21,23,0,2,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,240.0,0,0,Canceled,2017-05-08
City Hotel,1,100,2015,October,42,16,0,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6.0,,0,Transient,108.0,0,0,Canceled,2015-09-28
City Hotel,0,310,2017,April,17,23,2,2,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,,0,Transient-Party,83.75,0,1,Check-Out,2017-04-27
City Hotel,1,148,2017,May,18,4,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,171.0,,0,Transient,95.0,0,0,Canceled,2016-12-07
City Hotel,1,58,2016,January,5,27,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,3,No Deposit,87.0,,0,Transient-Party,80.67,0,1,Canceled,2016-01-26
City Hotel,0,13,2017,May,21,22,1,0,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,G,0,No Deposit,7.0,,0,Transient,125.4,0,1,Check-Out,2017-05-23
City Hotel,1,179,2015,August,34,22,2,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,86.0,0,0,Canceled,2015-07-09
City Hotel,0,92,2016,May,23,30,1,2,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,79.0,,0,Transient,101.52,0,0,Check-Out,2016-06-02
City Hotel,0,168,2015,September,37,11,0,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,,0,Transient-Party,0.0,0,0,Check-Out,2015-09-13
City Hotel,1,433,2016,September,37,8,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3.0,,0,Transient,70.0,0,0,Canceled,2015-10-20
City Hotel,0,17,2016,April,17,21,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,,40.0,0,Transient,65.0,0,0,Check-Out,2016-04-23
City Hotel,0,19,2015,September,40,28,1,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,2,No Deposit,1.0,,0,Transient-Party,170.0,0,0,Check-Out,2015-09-30
City Hotel,0,11,2015,August,35,25,0,2,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,3,No Deposit,9.0,,0,Transient,97.0,1,0,Check-Out,2015-08-27
City Hotel,0,32,2015,October,43,24,1,1,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Contract,136.0,0,1,Check-Out,2015-10-26
City Hotel,0,0,2015,November,47,16,1,2,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,40.0,0,Transient,75.0,0,0,Check-Out,2015-11-19
City Hotel,0,4,2016,March,10,2,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,91.0,0,1,Check-Out,2016-03-03
City Hotel,1,267,2016,March,14,31,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-21
City Hotel,0,85,2016,October,41,6,1,3,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,85.0,0,1,Check-Out,2016-10-10
City Hotel,0,0,2017,May,21,25,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,160.0,0,0,Check-Out,2017-05-26
City Hotel,0,76,2017,March,12,23,2,3,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,68.0,0,1,Check-Out,2017-03-28
City Hotel,0,343,2017,April,16,21,2,2,2,0.0,0,BB,ITA,Direct,Direct,0,0,0,B,A,1,No Deposit,,,0,Transient,99.25,0,1,Check-Out,2017-04-25
City Hotel,0,40,2016,August,36,31,0,4,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,168.0,,0,Transient,85.5,0,0,Check-Out,2016-09-04
City Hotel,1,130,2017,April,16,21,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,286.0,,0,Transient,95.0,0,0,Canceled,2016-12-12
City Hotel,1,321,2015,September,36,3,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,1,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.8,0,0,Canceled,2014-10-17
City Hotel,0,30,2016,August,36,29,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,122.85,1,1,Check-Out,2016-08-31
City Hotel,1,141,2017,June,26,27,2,5,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,130.0,0,0,Canceled,2017-02-06
City Hotel,1,61,2015,September,36,5,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-09-01
City Hotel,0,0,2015,August,34,18,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,124.0,0,0,Check-Out,2015-08-19
City Hotel,1,128,2017,April,16,16,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,58.0,,0,Transient,100.0,0,0,Canceled,2016-12-09
City Hotel,1,323,2015,September,36,5,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-07-06
City Hotel,0,9,2017,August,33,13,2,1,2,0.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,3.0,,0,Transient,99.0,0,2,Check-Out,2017-08-16
City Hotel,0,92,2016,June,25,14,2,5,2,0.0,0,BB,IRL,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,120.58,0,0,Check-Out,2016-06-21
City Hotel,1,350,2016,June,25,17,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,29.0,,0,Transient,140.0,0,0,Canceled,2015-08-11
City Hotel,1,115,2017,May,20,18,0,3,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,162.0,0,0,Canceled,2017-01-31
City Hotel,0,8,2016,November,48,23,0,1,1,0.0,0,BB,GBR,Online TA,GDS,0,0,0,A,A,0,No Deposit,195.0,,0,Transient,94.0,0,1,Check-Out,2016-11-24
City Hotel,1,184,2017,May,22,28,2,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,19.0,,0,Transient,130.0,0,0,Canceled,2016-11-25
City Hotel,1,0,2015,September,39,22,0,1,2,1.0,0,BB,PRT,Offline TA/TO,TA/TO,1,0,0,D,G,0,No Deposit,13.0,,0,Transient,123.3,0,0,No-Show,2015-09-22
City Hotel,1,107,2017,March,11,15,2,4,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,91.8,0,2,Canceled,2016-12-14
City Hotel,0,99,2016,February,8,19,0,1,1,0.0,0,BB,ESP,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,,67.0,0,Transient-Party,81.0,0,0,Check-Out,2016-02-20
City Hotel,1,89,2015,October,40,3,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-09-09
City Hotel,0,451,2017,July,28,12,0,3,2,0.0,0,BB,USA,Groups,TA/TO,0,0,0,A,E,0,No Deposit,229.0,,0,Transient-Party,112.67,0,1,Check-Out,2017-07-15
City Hotel,0,10,2017,July,28,10,3,5,1,0.0,0,BB,GBR,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,148.75,0,3,Check-Out,2017-07-18
City Hotel,1,253,2017,July,28,13,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.1,0,0,Canceled,2016-11-07
City Hotel,1,48,2016,May,19,6,1,2,3,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,159.3,0,0,Canceled,2016-04-26
City Hotel,0,57,2016,September,39,21,0,1,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,115.04,0,2,Check-Out,2016-09-22
City Hotel,0,13,2016,February,6,3,0,4,1,0.0,0,BB,BRA,Corporate,Corporate,0,0,0,G,G,1,No Deposit,,183.0,0,Transient-Party,102.0,0,0,Check-Out,2016-02-07
City Hotel,1,129,2017,April,14,3,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,58.0,,0,Transient,100.0,0,0,Canceled,2016-11-25
City Hotel,0,2,2015,December,50,12,0,1,2,1.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,116.0,0,0,Check-Out,2015-12-13
City Hotel,1,67,2017,May,18,3,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,153.0,0,0,Canceled,2017-02-27
City Hotel,0,1,2015,August,33,10,2,5,2,0.0,0,BB,ISR,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,,0,Transient,75.0,0,0,Check-Out,2015-08-17
City Hotel,0,253,2015,September,37,12,2,5,1,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,80.75,0,2,Check-Out,2015-09-19
City Hotel,0,104,2017,May,18,5,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.0,0,1,Check-Out,2017-05-08
City Hotel,0,166,2016,April,17,21,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,7.0,,0,Group,73.6,0,2,Check-Out,2016-04-24
City Hotel,1,145,2017,March,9,2,0,3,2,1.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,109.8,0,2,Canceled,2016-11-28
City Hotel,0,31,2017,June,23,4,2,2,2,1.0,0,BB,IND,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8.0,,0,Transient,152.0,0,1,Check-Out,2017-06-08
City Hotel,0,109,2016,July,28,6,2,4,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,3,No Deposit,9.0,,0,Transient,105.21,0,4,Check-Out,2016-07-12
City Hotel,1,44,2015,December,52,24,0,3,1,0.0,0,BB,PRT,Direct,Direct,0,1,0,A,A,0,No Deposit,14.0,,0,Transient,69.0,0,0,Canceled,2015-11-23
City Hotel,0,60,2017,February,7,16,0,3,2,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.2,0,1,Check-Out,2017-02-19
City Hotel,1,50,2017,January,3,21,2,2,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,88.4,0,0,Canceled,2016-12-29
City Hotel,0,14,2017,March,13,28,0,1,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,D,F,0,No Deposit,9.0,,0,Transient,128.0,0,0,Check-Out,2017-03-29
City Hotel,0,21,2017,February,7,13,1,1,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,121.66,0,0,Check-Out,2017-02-15
City Hotel,0,36,2016,August,34,14,2,0,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,135.9,0,1,Check-Out,2016-08-16
City Hotel,0,7,2015,October,44,29,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient-Party,65.0,0,0,Check-Out,2015-10-30
City Hotel,0,0,2015,September,40,27,1,0,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,170.0,0,0,Check-Out,2015-09-28
City Hotel,1,407,2017,May,18,6,2,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,229.0,,0,Transient,90.0,0,0,Canceled,2016-04-17
City Hotel,0,54,2017,March,12,22,0,2,1,0.0,0,BB,NLD,Online TA,TA/TO,1,0,3,D,A,0,No Deposit,7.0,,0,Transient,78.31,0,1,Check-Out,2017-03-24
City Hotel,0,93,2017,February,7,17,1,2,2,1.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,111.6,0,1,Check-Out,2017-02-20
City Hotel,0,161,2016,March,12,15,0,3,2,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,60.98,0,1,Check-Out,2016-03-18
City Hotel,0,16,2016,October,41,2,2,1,1,0.0,0,BB,CHE,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,150.0,0,Transient,95.0,0,0,Check-Out,2016-10-05
City Hotel,0,7,2015,August,36,31,1,2,1,0.0,0,HB,ISR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,60.0,0,0,Check-Out,2015-09-03
City Hotel,0,4,2017,March,12,25,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,118.0,0,2,Check-Out,2017-03-26
City Hotel,1,41,2017,August,35,28,3,9,1,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,161.83,0,0,Canceled,2017-07-24
City Hotel,0,32,2016,October,41,7,1,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,121.27,0,1,Check-Out,2016-10-10
City Hotel,0,106,2017,March,13,28,0,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,97.2,0,1,Check-Out,2017-03-31
City Hotel,0,16,2015,September,39,25,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,170.0,0,1,Check-Out,2015-09-29
City Hotel,0,39,2017,June,24,15,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,122.67,0,1,Check-Out,2017-06-18
City Hotel,1,125,2015,July,29,15,2,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,76.5,0,0,Canceled,2015-06-20
City Hotel,0,34,2015,October,42,12,1,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,103.5,0,2,Check-Out,2015-10-14
City Hotel,1,393,2016,March,12,19,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,70.53,0,0,Canceled,2016-03-14
City Hotel,0,7,2016,October,44,29,2,1,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,151.19,0,1,Check-Out,2016-11-01
City Hotel,0,328,2016,September,40,30,0,2,2,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,38,Transient-Party,65.0,0,1,Check-Out,2016-10-02
City Hotel,0,3,2016,September,36,2,0,1,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,140.0,0,1,Check-Out,2016-09-03
City Hotel,1,25,2015,December,50,8,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19.0,,0,Transient,90.0,0,0,Canceled,2015-11-17
City Hotel,0,256,2016,June,25,15,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,115.0,0,1,Check-Out,2016-06-17
City Hotel,0,264,2015,July,28,8,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2015-07-10
City Hotel,0,122,2016,March,14,27,2,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,26.0,,0,Transient-Party,107.0,0,1,Check-Out,2016-03-30
City Hotel,1,111,2016,June,25,13,2,5,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,109.65,0,1,Canceled,2016-02-23
City Hotel,0,109,2017,April,17,25,0,3,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,159.0,0,2,Check-Out,2017-04-28
City Hotel,1,103,2016,April,17,19,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,119.0,,0,Transient,115.0,0,0,Canceled,2016-02-25
City Hotel,1,437,2016,May,19,2,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,60.0,0,0,Canceled,2016-03-14
City Hotel,0,6,2015,November,48,24,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,40.0,,0,Transient,65.0,0,0,Check-Out,2015-11-25
City Hotel,0,15,2017,August,33,19,2,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,139.2,0,1,Check-Out,2017-08-24
City Hotel,1,461,2016,October,42,13,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-21
City Hotel,1,344,2016,June,25,16,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-21
City Hotel,1,188,2016,June,25,15,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,119.0,,39,Transient,130.0,0,0,Canceled,2016-01-18
City Hotel,1,174,2017,July,28,15,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,83.0,,0,Transient,103.2,0,0,Canceled,2017-01-22
City Hotel,0,292,2016,July,30,21,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,115.0,0,0,Check-Out,2016-07-23
City Hotel,0,50,2017,July,29,17,1,1,2,0.0,0,HB,FRA,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,,0,Transient,153.0,0,0,Check-Out,2017-07-19
City Hotel,0,27,2017,February,5,4,2,1,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,108.0,0,1,Check-Out,2017-02-07
City Hotel,0,0,2015,November,46,9,1,3,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,91.0,0,1,Check-Out,2015-11-13
City Hotel,0,15,2017,June,23,7,0,2,1,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,484.0,,0,Transient-Party,130.0,0,0,Check-Out,2017-06-09
City Hotel,0,59,2017,March,12,19,2,0,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,75.0,0,0,Check-Out,2017-03-21
City Hotel,1,19,2016,February,7,12,1,2,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,138.0,0,1,Canceled,2016-01-28
City Hotel,0,81,2017,March,13,31,1,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,92.4,0,0,Check-Out,2017-04-03
City Hotel,1,98,2016,May,21,17,0,2,3,0.0,0,BB,ISR,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9.0,,0,Transient,168.3,0,0,Canceled,2016-05-14
City Hotel,1,18,2016,June,24,7,2,7,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,141.56,0,0,Canceled,2016-05-24
City Hotel,1,195,2015,September,38,17,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,20.0,,0,Transient,48.0,0,0,Canceled,2015-07-23
City Hotel,1,46,2017,January,1,1,2,0,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,65.0,0,0,Canceled,2016-11-18
City Hotel,1,386,2016,July,31,28,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-21
City Hotel,1,231,2017,June,23,7,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,123.04,0,1,Canceled,2016-10-27
City Hotel,1,7,2017,May,19,8,1,0,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,160.0,0,3,Canceled,2017-05-03
City Hotel,1,80,2017,March,13,31,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,56.0,,0,Transient,90.0,0,0,Canceled,2017-01-10
City Hotel,0,39,2017,June,24,13,0,4,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,2,No Deposit,229.0,,0,Transient-Party,80.0,0,0,Check-Out,2017-06-17
City Hotel,0,25,2017,July,28,10,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,146.67,0,2,Check-Out,2017-07-13
City Hotel,1,6,2016,September,38,15,0,1,2,1.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,187.0,0,2,Canceled,2016-09-15
City Hotel,0,73,2016,March,14,28,1,3,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,6.0,,0,Transient-Party,69.7,0,1,Check-Out,2016-04-01
City Hotel,0,137,2017,March,10,6,1,1,2,0.0,0,BB,ISR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,0,Transient-Party,80.0,0,1,Check-Out,2017-03-08
City Hotel,0,3,2016,May,23,29,2,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,113.46,0,2,Check-Out,2016-06-04
City Hotel,1,294,2015,August,32,7,0,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,60.0,0,0,Canceled,2015-07-02
City Hotel,0,32,2017,May,20,19,0,2,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,190.0,0,2,Check-Out,2017-05-21
City Hotel,1,58,2016,January,5,27,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,87.0,,0,Transient-Party,81.0,0,0,Canceled,2016-01-26
City Hotel,1,102,2015,October,42,16,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6.0,,0,Transient-Party,101.5,0,0,Canceled,2015-07-06
City Hotel,1,573,2017,February,5,2,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-21
City Hotel,0,102,2016,May,23,29,2,1,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,,0,Transient-Party,80.75,0,0,Check-Out,2016-06-01
City Hotel,0,1,2016,March,13,21,1,3,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,129.0,0,2,Check-Out,2016-03-25
City Hotel,1,274,2015,July,29,18,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-07-06
City Hotel,0,102,2015,October,42,16,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,109.0,0,0,Check-Out,2015-10-18
City Hotel,0,121,2016,November,47,16,2,4,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,65.45,0,1,Check-Out,2016-11-22
City Hotel,0,377,2016,October,42,14,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,115.0,0,1,Check-Out,2016-10-16
City Hotel,0,70,2016,September,38,15,0,1,2,0.0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.1,0,1,Check-Out,2016-09-16
